palabra_A,palabra_B,vector_inicial_hash,trayectoria,palabra_final_mas_cercana,distancia_geometrica,tipo_resultado
sobrevestiremos,hispanizaran,0d5cd830,0d5cd830..5a3df5e9,bandereasteis,2.0991,nuevo_atractor
tapsia,ojaladora,931fc688,931fc688..86959732,colicueciera,0.6233,nuevo_atractor
guaseares,subsanare,e0e84366,e0e84366..9f3fe6b7,regularizaramos,1.0565,nuevo_atractor
callantarias,ustorio,f7efaaee,f7efaaee..ef53095f,anticatodo,1.0455,nuevo_atractor
corlaramos,casiterita,d3d1be82,d3d1be82..07c2890d,chotacabras,0.5591,nuevo_atractor
bizmaria,perifrasees,0845cfc4,0845cfc4..fa30ecf5,trasvasabais,1.3569,nuevo_atractor
espaldonaremos,bituminosa,f4c09f49,f4c09f49..24060cf6,fosforita,0.6167,nuevo_atractor
aguizgaba,refinabas,e589e33d,e589e33d..48e8b849,pizcasemos,1.0978,nuevo_atractor
desaferrar,cucharetero,9d6cfde8,9d6cfde8..f09730ed,refractaramos,0.9162,nuevo_atractor
leñateais,pelecharon,84510064,84510064..3fc7436a,entierras,1.6046,nuevo_atractor
bocallaves,ejecutor,2cf91755,2cf91755..89c6cc46,reconfortases,0.5834,nuevo_atractor
entrepernas,mirifican,527dedb0,527dedb0..eb41579a,relinchasemos,0.5177,nuevo_atractor
cheviot,encauchabais,cd67b68f,cd67b68f..2019f257,supervino,1.5571,nuevo_atractor
falluteadas,subentender,36fdfa6e,36fdfa6e..613c5f17,tonificaba,0.6092,nuevo_atractor
sintacticos,petardeabamos,4d6625ec,4d6625ec..c2c52fa7,desflecabas,1.3881,nuevo_atractor
exiliaba,guaserias,7d018d4b,7d018d4b..4757a641,avilantaseis,1.4293,nuevo_atractor
dependiere,desposeeran,672a4e0e,672a4e0e..8df60405,concienciabas,0.7999,nuevo_atractor
ataviemos,picudeariamos,5d1c4a7c,5d1c4a7c..5e4c9c08,secuestradas,0.6691,nuevo_atractor
cerrillad,redomas,6b703836,6b703836..209c9224,friccionare,1.2943,nuevo_atractor
huasquino,psicoanalizara,c3595115,c3595115..666e54e8,despidieron,0.9101,nuevo_atractor
disidido,bienviviera,13f97175,13f97175..b205092a,currican,0.8226,nuevo_atractor
preluciamos,tisteareis,7790b44b,7790b44b..b19437b4,ejercitado,0.7634,nuevo_atractor
frangollarian,homologues,26f70d54,26f70d54..1b6d9f40,tatuaron,0.7544,nuevo_atractor
coralera,engallas,2b167c40,2b167c40..12e8ea78,repuse,1.2091,nuevo_atractor
desmechado,desrielamos,41db680e,41db680e..24e945d1,desafectaste,1.6068,nuevo_atractor
estofais,recuestabais,9f6bc2c9,9f6bc2c9..3258f42c,hidrargiros,0.7186,nuevo_atractor
reclinaseis,documentasen,718d237e,718d237e..6f0caa54,enmarabamos,1.1740,nuevo_atractor
difirieras,aferrados,d86bed19,d86bed19..ee0ea10d,reconfortases,0.8179,nuevo_atractor
amachorraremos,llegarian,18c4bca3,18c4bca3..a333286d,bizqueado,0.7698,nuevo_atractor
desvirguen,pecoreaseis,85117880,85117880..82566c7d,valsando,1.7096,nuevo_atractor
amenorreas,resultonas,22c7858b,22c7858b..53fc0680,sancionadas,0.8104,nuevo_atractor
animalices,corcusiran,7db73de1,7db73de1..f3c93daa,alcantarillad,0.8831,nuevo_atractor
jabardearan,engruñais,3b7311d6,3b7311d6..f7b20a25,tapiar,0.7017,nuevo_atractor
radiodifusor,educciones,232f22fe,232f22fe..1450da01,relinchasemos,0.5183,nuevo_atractor
acholais,monitorizaron,22cb0aa6,22cb0aa6..07803c95,despidieron,0.8082,nuevo_atractor
descariñara,infrautilizar,2e0ecefc,2e0ecefc..d9fe629c,aconteceres,1.3486,nuevo_atractor
ajedrezado,encañamaria,0722aa7c,0722aa7c..bd4fbf94,fatalicemos,0.9335,nuevo_atractor
aspeare,desenfrenarian,47e96431,47e96431..4ad50f61,irrespeto,1.0908,nuevo_atractor
fulana,indultabas,b7bf6cf5,b7bf6cf5..0dc6c8ad,hubieren,1.1034,nuevo_atractor
foguereasteis,deslabonabais,87a4a8a6,87a4a8a6..5ce072b6,surtidero,0.8114,nuevo_atractor
despulpando,ahorcajariais,a5e06b15,a5e06b15..02852231,rollaba,0.8644,nuevo_atractor
enjardaramos,coligase,03353b51,03353b51..4ab15ef9,diseccionadas,1.5393,nuevo_atractor
mejorares,chicaneases,cc2164bf,cc2164bf..5cf687e2,discernais,1.2930,nuevo_atractor
renegreariamos,malquisiesen,e0f5d867,e0f5d867..4403df45,diptongada,0.9631,nuevo_atractor
rachearias,cervales,883d860a,883d860a..602fd429,locos,0.5821,nuevo_atractor
polvoreamiento,conductores,e43ab1a1,e43ab1a1..c11b984b,acordemente,0.7574,nuevo_atractor
descincharais,mallabas,d01906cc,d01906cc..22086e0d,alcohometria,1.7715,nuevo_atractor
palmada,papalinas,81952d7d,81952d7d..0bb1c80a,apiñaron,0.5810,nuevo_atractor
ababillares,listabas,112024e6,112024e6..aa5273c5,escobos,1.0650,nuevo_atractor
azogarian,inmunizaremos,0c22f6ff,0c22f6ff..9acf869d,paporreteamos,1.2484,nuevo_atractor
ensalitres,toscamente,90c15c88,90c15c88..12d657e2,sobrevivais,1.6864,nuevo_atractor
guampora,enmarquetase,75e15463,75e15463..6f25f890,exceptuando,1.6700,nuevo_atractor
politizasemos,desquijararon,2da94367,2da94367..d8660e8e,piojento,0.6457,nuevo_atractor
jaquearais,exulceraste,76b44962,76b44962..a1792bfd,negociacion,0.8681,nuevo_atractor
callejear,sobreedificaran,88ff3269,88ff3269..df284a5a,colmase,1.8322,nuevo_atractor
acompañantes,cojudo,55f3db36,55f3db36..615482fd,atinconen,1.1625,nuevo_atractor
amanerariais,adsorbiera,f0fc8e16,f0fc8e16..229ce55d,cremaba,1.0295,nuevo_atractor
remediareis,achubascases,2b2e02f5,2b2e02f5..1ff98f24,negociacion,0.6869,nuevo_atractor
monopolistas,estrenasen,67da665f,67da665f..55b43d54,abancalares,0.7113,nuevo_atractor
difluira,desfloremos,23374dbb,23374dbb..98c28dca,revinierais,0.8097,nuevo_atractor
privasteis,desmelaremos,dd959fbd,dd959fbd..416dfe88,enconreasen,1.3444,nuevo_atractor
desequilibrasen,sorrapeabas,ce92b6e6,ce92b6e6..9096143b,radiotelegrafio,1.1838,nuevo_atractor
confinares,trasdosado,cec8c98f,cec8c98f..a5db9060,alcantarillad,1.2380,nuevo_atractor
terapean,radiobiologia,1e140fd8,1e140fd8..d12789a4,videograban,0.9144,nuevo_atractor
despestañariais,durador,e2a344c2,e2a344c2..1c77452a,colmase,1.0646,nuevo_atractor
desmadremos,pordiosearais,c915b5e4,c915b5e4..ab766cb0,chinasteando,0.5535,nuevo_atractor
empopasen,chantare,cd2271c5,cd2271c5..0383edd9,puristas,2.0656,nuevo_atractor
parareis,navegantes,b145c126,b145c126..b05b0859,egeno,0.8375,nuevo_atractor
galaperos,encañizais,a9be5285,a9be5285..9728fd9b,balastaras,0.8232,nuevo_atractor
chaconas,zurcieres,d74718be,d74718be..2522e295,trapaleare,0.6510,nuevo_atractor
ritmaseis,socolloneasemos,940596d8,940596d8..d4dad729,mendigasen,1.3235,nuevo_atractor
tolemaicos,sangregordas,e9e65fed,e9e65fed..cbd666f1,asumiamos,0.5395,nuevo_atractor
esquilmemos,empiguelaron,f268cb93,f268cb93..0b7c75f9,entolados,0.4464,nuevo_atractor
ejemplaseis,desengarzado,cfabf39a,cfabf39a..b56393cc,rebutan,0.6056,nuevo_atractor
tranquilizas,abutagaron,e2204bf1,e2204bf1..ee4bcb04,destosiera,1.4248,nuevo_atractor
categoricemos,aventaste,d8a9bcbc,d8a9bcbc..477588bf,asareasemos,1.7271,nuevo_atractor
cacoquimio,bombasticas,09c58670,09c58670..7f190da7,descarbonatare,0.5831,nuevo_atractor
caducariamos,aceticas,410d2ff0,410d2ff0..52c76923,reconfortases,0.7131,nuevo_atractor
desguisado,esponsorices,e806e730,e806e730..ab1b70b8,bizqueado,0.7580,nuevo_atractor
atraillasemos,deflactado,589543eb,589543eb..d77256c7,echacorveariais,0.8756,nuevo_atractor
clonada,porrearian,24139a23,24139a23..3713366b,senderes,1.0961,nuevo_atractor
abotargare,gentilizariamos,f44c3d50,f44c3d50..53964456,reseguida,0.6256,nuevo_atractor
sorrapariamos,engueraramos,d90f1729,d90f1729..335ac45c,engruesas,0.8992,nuevo_atractor
fullona,encrestada,6a8bc503,6a8bc503..00033c84,cutusa,0.6296,nuevo_atractor
respaldamos,ola,79815a37,79815a37..2290061f,asareasemos,0.5350,nuevo_atractor
cojeas,inscribiriais,700582b9,700582b9..2669d456,engredaren,1.2870,nuevo_atractor
zocolando,arrusticaban,a560b7b8,a560b7b8..a1bc1867,esdrujulizada,1.0707,nuevo_atractor
envilortaba,rustrieren,eeaec730,eeaec730..9d665c06,gongorizases,1.4362,nuevo_atractor
chapuzareis,depravariamos,a3953a71,a3953a71..52148705,colicueciera,0.6252,nuevo_atractor
afearan,entrecinta,c4796b47,c4796b47..655d2acc,exceptuando,0.7151,nuevo_atractor
calaboceros,fetaciones,7c560b02,7c560b02..d7ebe870,acordemente,0.6679,nuevo_atractor
enmugrara,consintio,820e65f7,820e65f7..a63702f4,religadas,0.6924,nuevo_atractor
altivecerian,repulieron,620c89a8,620c89a8..70aef302,contramallemos,1.8608,nuevo_atractor
estrenais,vetadas,f37e19f0,f37e19f0..0de9c755,enresmaste,1.4115,nuevo_atractor
cloque,fanfarreando,e2f59270,e2f59270..acb82a4f,solistas,1.2318,nuevo_atractor
reglamentado,mormoteado,5c582245,5c582245..f0fa6811,cafeteasemos,0.7108,nuevo_atractor
maqui,ronroneo,a026bacd,a026bacd..86a27085,rollaba,1.3798,nuevo_atractor
pizarreria,creosotamos,13711edc,13711edc..eb479e8c,cigarral,0.8127,nuevo_atractor
ofensora,bollados,a00811de,a00811de..801e9f64,asareasemos,0.8198,nuevo_atractor
empantalonaseis,esquejabais,85065066,85065066..e5cc57db,entierras,0.6945,nuevo_atractor
bombillos,mantecon,9e0db78b,9e0db78b..72afb936,esquinzaren,1.7917,nuevo_atractor
desempeñado,interruptoras,796257cc,796257cc..8514b29a,asmosa,0.7427,nuevo_atractor
congelaron,repropiases,a81760c4,a81760c4..2f697072,supresiones,0.7521,nuevo_atractor
abochornaren,hidrogenaciones,2d5b484e,2d5b484e..180a51a8,amontonadores,1.4093,nuevo_atractor
desosiega,erigiere,e503d63c,e503d63c..ddaf4a3e,acensuaran,1.5984,nuevo_atractor
alcatifadas,entortaseis,e5c291d0,e5c291d0..63ad9203,volcanologo,0.9181,nuevo_atractor
serraras,contrajudias,15d93bf8,15d93bf8..2c327596,tempanan,0.9223,nuevo_atractor
retrillarais,asaetasemos,d2431f38,d2431f38..09d3962c,friccionare,0.9455,nuevo_atractor
tranqueases,sobreentended,666cca4b,666cca4b..9a0b077f,irrespeto,0.4714,nuevo_atractor
garapiñada,apropincua,d53b65a3,d53b65a3..8d9ad008,incontroladas,2.1379,nuevo_atractor
escarpelos,despatarrarias,c347248a,c347248a..520a889b,asareasemos,2.2462,nuevo_atractor
boxitos,teneis,ac50bf2c,ac50bf2c..f942d05c,fosforita,1.1457,nuevo_atractor
sornaremos,sincopamos,b13012d2,b13012d2..a00f9e66,estampillaba,1.2346,nuevo_atractor
malvar,asqueo,bc4b912d,bc4b912d..93c6f3ba,paciamos,1.4630,nuevo_atractor
linchadas,amohinad,c957b401,c957b401..4e951168,esperaron,1.1162,nuevo_atractor
aztequismo,enguichadas,e08b08c3,e08b08c3..2a64ded7,soliloquiais,0.4391,nuevo_atractor
resurtes,presidieres,774592d1,774592d1..66dd709c,latiguead,0.8840,nuevo_atractor
parparemos,peligramos,20f4f712,20f4f712..369d894d,calabrotas,0.9244,nuevo_atractor
culturizaseis,ingeniais,5708d8d5,5708d8d5..95827725,radiotecnia,0.7681,nuevo_atractor
husmemos,amamanteis,d4bf02cd,d4bf02cd..a075e614,almonedean,0.9916,nuevo_atractor
cinefilias,arremolinemos,801e926f,801e926f..0a275e86,empobrecieremos,1.4155,nuevo_atractor
acaparen,apeldando,5908dd1f,5908dd1f..136d6735,concomiesen,0.9411,nuevo_atractor
hospa,empalicamos,6beb6a53,6beb6a53..053ce0fa,remabais,0.6148,nuevo_atractor
garrapatease,escaramuceemos,f1292634,f1292634..bb5ac8b9,restablecere,0.5457,nuevo_atractor
pirraremos,chaparruda,587c9cd7,587c9cd7..20eed6ea,alcantarillad,1.1224,nuevo_atractor
difieren,substanciaras,ad71224d,ad71224d..1c36d4e0,diptongada,0.9624,nuevo_atractor
desosegando,divergencia,1582bbd4,1582bbd4..966c10fd,empobrecieremos,0.5978,nuevo_atractor
realojase,desplegases,fc558ebc,fc558ebc..cce83343,contramallemos,1.6534,nuevo_atractor
resondren,horqueteasemos,7bb02d44,7bb02d44..310b22b7,pteridofita,0.6431,nuevo_atractor
trasroscarais,ahormabamos,a433c5da,a433c5da..95f0d56f,chismoseare,1.1751,nuevo_atractor
pepenando,puentealtina,469c0055,469c0055..edad7e23,decelerabamos,1.1015,nuevo_atractor
fluctuacion,gimnico,f866b940,f866b940..8111a718,desafectaste,0.9004,nuevo_atractor
exprimirias,engrandeciera,72c03ec5,72c03ec5..f97c70a5,desconsolara,0.3624,nuevo_atractor
remedaramos,pitagorico,b3af7d9a,b3af7d9a..5f0f9280,contramallemos,1.1297,nuevo_atractor
almendrones,terqueza,84de4a50,84de4a50..f47db33e,margas,0.7667,nuevo_atractor
topares,militaricemos,fea31bb7,fea31bb7..daf5d8ab,descrecerias,1.4156,nuevo_atractor
aposariamos,categorizaseis,40633a7b,40633a7b..8c9ab7cb,regularizaramos,1.1535,nuevo_atractor
enmollecerias,chispando,ad2ee06c,ad2ee06c..d3a7b458,fatalicemos,1.0842,nuevo_atractor
enluces,correncias,9153a777,9153a777..5edffa0d,descodificaras,0.6762,nuevo_atractor
prologados,abdicaseis,9ab1220c,9ab1220c..8d04aca7,descervigar,1.7131,nuevo_atractor
calandrada,troncaba,ef312807,ef312807..e9281e46,anticatodo,1.1418,nuevo_atractor
rastillad,alabares,0f1f0da5,0f1f0da5..8e47327b,enconreasen,1.0392,nuevo_atractor
colonienses,asonabamos,5b68a3da,5b68a3da..f6f9991e,decelerabamos,1.6861,nuevo_atractor
atravesares,cuchuflis,0913e867,0913e867..30982995,avetada,0.5102,nuevo_atractor
montesco,desengoznariais,2c35a15b,2c35a15b..30148486,arepitas,0.6054,nuevo_atractor
misturero,endoselabais,68747cfc,68747cfc..4e3fa7f7,acentuarais,0.4684,nuevo_atractor
sollo,erasmianos,c98ae113,c98ae113..e9d6bb6b,religadas,1.2546,nuevo_atractor
replantareis,alandrear,a2c37dc8,a2c37dc8..b69a0706,bagar,0.9496,nuevo_atractor
amanecereis,zabuqueariamos,e9335746,e9335746..aa31a047,supresiones,0.6629,nuevo_atractor
gargareo,trincharian,6d814263,6d814263..0fc69ac9,puparemos,0.4682,nuevo_atractor
reestrenaramos,tartajee,255c9e53,255c9e53..2226bf3f,cecinareis,1.3075,nuevo_atractor
entabane,alufrasen,a451954a,a451954a..0cceab2a,devoraseis,1.3130,nuevo_atractor
pierde,inventariara,5146cc7c,5146cc7c..7c33e4e2,atemperareis,0.7764,nuevo_atractor
recelados,blandieramos,366e3534,366e3534..26b73f64,restablecere,1.7411,nuevo_atractor
esgarrarais,reprehendiste,bf7b076e,bf7b076e..9fddcf0e,retortijaremos,1.5214,nuevo_atractor
diamagnetico,aderezarian,eb01da20,eb01da20..b1601c25,botaneares,0.9048,nuevo_atractor
pisaras,emputarian,fb79624b,fb79624b..9fa1519f,colicueciera,0.7616,nuevo_atractor
ornamentaria,perlados,d1a67013,d1a67013..72d5426c,somorgujarais,0.6029,nuevo_atractor
surtiesemos,embetunaria,2cffe7f6,2cffe7f6..e4327d7a,infartaren,1.5941,nuevo_atractor
aburrare,apadrinan,4f143c3b,4f143c3b..e7500e73,fiscalizaremos,1.0998,nuevo_atractor
reveias,escalfabas,b959d98f,b959d98f..406ff795,sobrevivais,1.8776,nuevo_atractor
jaenes,incitativo,faed62e8,faed62e8..39706370,relinchasemos,0.9097,nuevo_atractor
enverdecen,avanzaren,c8317b45,c8317b45..613469ff,gencianaceo,1.4488,nuevo_atractor
notifique,contraseñado,6ea89b61,6ea89b61..dd093345,descapotes,0.8088,nuevo_atractor
consultoria,rebozarias,21b034b1,21b034b1..f611c603,almonedean,0.9345,nuevo_atractor
conculcaramos,desdibujasemos,7d344a4f,7d344a4f..95acb463,coexistiriamos,1.2428,nuevo_atractor
desvendare,embovede,428ee5a8,428ee5a8..3560c498,gencianaceo,0.6866,nuevo_atractor
desencamases,conchudos,280e48ac,280e48ac..48a87981,tatuaron,0.8957,nuevo_atractor
confirmadas,adensabais,46c3bf92,46c3bf92..2c273300,empaquen,1.2460,nuevo_atractor
matrimoniaras,desmaquilladora,f78edef8,f78edef8..7095cc90,atauques,0.4868,nuevo_atractor
revenaste,insaliveis,4d2be61f,4d2be61f..da6e93b3,trasvasabais,0.8862,nuevo_atractor
aureoles,chutar,440ff335,440ff335..58d234df,entierras,1.2604,nuevo_atractor
embojara,engranerabamos,8604d05c,8604d05c..a0a17dcd,eucariotas,0.5680,nuevo_atractor
desalaben,decrepitado,44f1e008,44f1e008..86707b54,colmase,1.4759,nuevo_atractor
diluire,africanizaremos,c1c6d68a,c1c6d68a..b896a949,toalleros,1.4584,nuevo_atractor
platicaremos,agrupara,6a6fa34f,6a6fa34f..34fe027b,litare,0.6499,nuevo_atractor
pairando,pajonearan,5aebb8eb,5aebb8eb..75d55502,adonizais,0.7188,nuevo_atractor
almez,atomiza,7160d515,7160d515..7477a581,entolados,0.8493,nuevo_atractor
indina,visteabais,db511490,db511490..e680adbb,aricareis,1.1906,nuevo_atractor
zapeados,facultaras,f240c3c8,f240c3c8..7acae4f4,abulon,0.7955,nuevo_atractor
hostilice,chascada,32a8ae8e,32a8ae8e..7c50a935,asumiamos,0.5172,nuevo_atractor
vacilan,oficie,51d8307f,51d8307f..e649e9ab,mancado,1.6800,nuevo_atractor
parodiases,corniveleto,e6eb2b8b,e6eb2b8b..9018a98b,solistas,0.9079,nuevo_atractor
mizas,abaties,280cc2d5,280cc2d5..57ace0b4,regularizaramos,0.5851,nuevo_atractor
esvararen,fresnillo,2683e499,2683e499..f96cbe26,reconfortases,0.7168,nuevo_atractor
quilificados,inhalasemos,80d9c791,80d9c791..4d7a8d95,azotarian,1.7189,nuevo_atractor
fluidificar,boceabais,c23899db,c23899db..e1a09269,locos,0.6701,nuevo_atractor
repuchariamos,envolviereis,d403bc75,d403bc75..256b3552,antelacion,0.9582,nuevo_atractor
copetuda,tecnificado,cebfa2fb,cebfa2fb..c37cab76,rescoldarias,0.6967,nuevo_atractor
adenopatica,hilvanabais,12e39739,12e39739..27966959,reenviais,0.6701,nuevo_atractor
pisciculturas,demudacion,b9a92673,b9a92673..c098941b,celemineaseis,0.5511,nuevo_atractor
abanen,enrudeceriais,cc2e15f4,cc2e15f4..f51bfdbe,faltase,0.5131,nuevo_atractor
amortecieran,empandillen,311d17d3,311d17d3..77da20f6,colmase,0.6879,nuevo_atractor
fizaras,alteñas,effeee3c,effeee3c..c01015d6,alebresteis,1.0700,nuevo_atractor
enfajado,circuido,34cf0dab,34cf0dab..3929f48d,repuse,1.4919,nuevo_atractor
asimilan,nalguees,6a2ff6b8,6a2ff6b8..146ce337,asunten,0.7517,nuevo_atractor
tibiabais,rindio,7ab5c720,7ab5c720..bc8b02a1,negociacion,0.8992,nuevo_atractor
podrecerian,plantan,086480c4,086480c4..0c9de533,escuadronare,0.6943,nuevo_atractor
encabangada,zurdiras,4e2640ad,4e2640ad..c6c1b458,refractaramos,1.8465,nuevo_atractor
guarnecieren,extreman,f1491b20,f1491b20..4b004cd5,orifiques,0.7565,nuevo_atractor
techumbres,ilegalizas,4630cbac,4630cbac..d7ad851c,zurracapotes,0.8920,nuevo_atractor
capirote,escomias,4a56dc17,4a56dc17..23a4f69d,temera,0.7490,nuevo_atractor
rellenando,blanquecieramos,6b193dbe,6b193dbe..f8b4e659,inopinable,1.0580,nuevo_atractor
inicialados,desalzase,c0572108,c0572108..53a3b76e,mujereabas,0.9285,nuevo_atractor
erosionamos,colapsara,13dc7de2,13dc7de2..2a6165c1,farmacologia,1.3469,nuevo_atractor
abejoneareis,desalentadas,1001ca30,1001ca30..a78f3703,volteada,1.3523,nuevo_atractor
lapacheros,escalofriadas,a53ea772,a53ea772..09e01927,engredaren,0.5810,nuevo_atractor
jaranos,cristianizase,ea235af3,ea235af3..6b9296ee,regularizaramos,0.7284,nuevo_atractor
empedernezco,confese,7f832f01,7f832f01..8fe7844f,titeis,0.7532,nuevo_atractor
propinaren,arredondearais,2208101c,2208101c..fd8abcaf,chismoseare,0.5545,nuevo_atractor
resollarian,alfombrases,2629ae67,2629ae67..efd2c2a2,asabais,1.4263,nuevo_atractor
desyema,correspondo,87e76b02,87e76b02..8ad2f14b,currican,0.5852,nuevo_atractor
destemplen,ahinojabas,bf775062,bf775062..a59133f7,tipificacion,1.4020,nuevo_atractor
descocadas,bebiesemos,682d0ec9,682d0ec9..9891bb82,sacharas,0.8813,nuevo_atractor
aturrariais,antecedida,5047c409,5047c409..29130969,desangremos,0.5176,nuevo_atractor
huisachearemos,mondo,14aefaae,14aefaae..67ad2654,fosforita,0.6376,nuevo_atractor
tranquilizaseis,ensandeced,ffaff2d8,ffaff2d8..f2c298c0,secad,0.4638,nuevo_atractor
encambronaran,lisonjeases,a87f319f,a87f319f..e1688ae0,desposeyeseis,0.9557,nuevo_atractor
manfirais,farreasemos,7ccfe41e,7ccfe41e..f19407f6,improvisaciones,1.0026,nuevo_atractor
explicitasen,rehilaria,0a78bf55,0a78bf55..fd319fb2,escobos,0.8702,nuevo_atractor
acusacion,espondil,8c5f90ee,8c5f90ee..237dd10c,revinierais,1.5738,nuevo_atractor
entremezcladas,listarais,2fc8687a,2fc8687a..724066dd,valsando,0.8865,nuevo_atractor
desenmohecieras,enchancletasen,d7bf3702,d7bf3702..7d8640e3,decelerabamos,0.7747,nuevo_atractor
democristiano,atirantan,be6d1eb4,be6d1eb4..7692c82e,asareasemos,1.7854,nuevo_atractor
entablarias,desuñida,f651a8f8,f651a8f8..4d90549f,puparemos,0.4198,nuevo_atractor
mosconearian,espaturrare,76c77d74,76c77d74..1fad3d88,adonizais,0.9767,nuevo_atractor
desforestar,soplazon,a45d352b,a45d352b..4153eb25,arepitas,1.7438,nuevo_atractor
abominabais,prioricen,9844b6de,9844b6de..ec0d98e1,acentuarais,0.9546,nuevo_atractor
mijiteabamos,descuentan,5047e6d7,5047e6d7..8bd1199a,corezuelo,0.6703,nuevo_atractor
autocensurabas,emperezadas,06be98f2,06be98f2..b2ff9a76,discernais,1.1432,nuevo_atractor
acobijas,juquean,7c5d27cc,7c5d27cc..0abbb1d2,caricaturen,1.1141,nuevo_atractor
mutareis,deseos,152d1107,152d1107..d3208ac5,tonteares,0.8956,nuevo_atractor
pompearias,descantillases,c91a2824,c91a2824..5fd79882,deszocare,1.0449,nuevo_atractor
conclusos,pisabas,ac649b51,ac649b51..4779c690,asabais,0.6537,nuevo_atractor
levigareis,oncogenico,85915576,85915576..13a6e374,alcohometria,1.2733,nuevo_atractor
plegabamos,aporretada,0082beb7,0082beb7..1c9fc612,buscar,0.8264,nuevo_atractor
enajenaremos,llanearemos,b90dad39,b90dad39..edd14c80,picaramente,0.8859,nuevo_atractor
vaporadas,satirizad,d9f6cabf,d9f6cabf..ee264c0c,desangremos,0.5517,nuevo_atractor
desprivatizados,embastecerias,93450766,93450766..10ac9738,fosforita,1.6274,nuevo_atractor
vagabundee,respingabamos,8b77365e,8b77365e..3a3be197,desarraigueis,2.3886,nuevo_atractor
entilases,tableteareis,29970942,29970942..fbab5a8c,habrias,0.6580,nuevo_atractor
subordenes,transfretases,0ef9bf2a,0ef9bf2a..83b4163b,albacoras,1.6177,nuevo_atractor
escuraron,veranamos,c9fb13ea,c9fb13ea..2c960a66,trasvasabais,1.2169,nuevo_atractor
guanteariamos,metastatice,90dc4e31,90dc4e31..bd494d23,acensemos,1.8306,nuevo_atractor
contrapeasteis,mestura,39b5d859,39b5d859..ac6810bd,recuramos,1.3331,nuevo_atractor
recueza,matorral,48fa7a71,48fa7a71..6dccadb4,doblegares,0.7191,nuevo_atractor
esteraban,selenosis,64ac5bf2,64ac5bf2..485924f2,restablecere,0.9330,nuevo_atractor
desmotada,salivaremos,5168d3e8,5168d3e8..aa6dc4a4,fortaleciamos,0.7157,nuevo_atractor
trepanamos,jactura,73e6342b,73e6342b..5f140ff0,apiñaron,1.6666,nuevo_atractor
informatizo,ensalobrarias,38194795,38194795..cc3fa864,sancionadas,0.8237,nuevo_atractor
tapares,afrentas,0b94fb1e,0b94fb1e..ddb5d5ca,amanaria,0.8789,nuevo_atractor
decidamos,reencarnaran,5ee95b32,5ee95b32..3a1fdbbc,isogeotermas,1.0022,nuevo_atractor
desimanados,entrecomillaran,9374e051,9374e051..7da57302,acentuarais,2.0907,nuevo_atractor
alambrara,conjuramentaren,b041a3ff,b041a3ff..f5008cb5,rollaba,1.0410,nuevo_atractor
aseñoritadas,desdevanara,0142f6f3,0142f6f3..c1f9ba55,tarentina,0.7087,nuevo_atractor
avistarais,graneador,d3ee95fa,d3ee95fa..77869697,cecinareis,1.9261,nuevo_atractor
trataren,agermanara,b29a248e,b29a248e..cbbd0f03,enresmaste,0.9044,nuevo_atractor
recibais,repercutisteis,4006aa54,4006aa54..b95e8cc6,americaniza,0.9373,nuevo_atractor
picarizo,fulguraran,e5412723,e5412723..c9b8da6c,emanado,0.6407,nuevo_atractor
trivialices,encargado,733418a8,733418a8..d4c355ea,calabrotas,0.7366,nuevo_atractor
ahorquilla,entablais,95ea3bf2,95ea3bf2..d9ea0714,cautivan,0.7169,nuevo_atractor
automedicabamos,lanas,6e5e295f,6e5e295f..4d770015,isogeotermas,0.5647,nuevo_atractor
