Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Time,Structure,Death,3.9034
Experiment,Motion,Connection,4.1309
Dream,Nightmare,Subjective,1.5065
Art,Chaos,Dimension,0.7495
Chaos,Hope,Universe,3.9222
Energy,Infinity,Birth,4.2951
Mass,Evolution,System,4.1789
Cycle,Reality,Concrete,4.1624
Prophecy,Emotion,Power,1.0761
Line,Wave,Evolution,3.8968
Silence,Creation,Destruction,1.6023
Heat,Hypothesis,Connection,4.1874
Light,Connection,Power,1.0236
Function,Growth,Subjective,4.2002
Mind,Awakening,Technology,4.2209
Awakening,Atom,Illusion,4.2011
Network,Acceleration,Wisdom,1.0090
Void,Memory,Destruction,4.2425
Line,Input,Frequency,1.7484
Awakening,Parameter,Energy,2.2383
Resonance,Duality,Power,1.0664
Acceleration,Force,Wisdom,3.8718
Mercy,Algorithm,Power,1.0399
Simplicity,Trinity,Power,1.0452
Structure,Human,Power,1.0246
Creation,Field,Connection,2.9233
Consciousness,System,Simplicity,1.1635
Variable,Output,Simplicity,1.1677
Silence,Wisdom,Power,1.0468
Present,Observation,Art,4.1109
Soul,Feedback,Energy,4.2286
Zero,Love,Illusion,2.1212
Destiny,Determinism,Subjective,1.2511
Harmony,Noise,Light,1.2137
Singularity,Constant,Art,4.1034
Law,Parameter,Sleep,1.4144
One,Order,Frequency,4.1764
Illusion,Thought,Power,0.8970
Time,Observation,Singularity,3.9063
Structure,Destiny,Loop,4.1186
Consciousness,Measurement,Chaos,4.1705
Entropy,Singularity,Machine,3.9043
Force,Abstract,Dream,4.1345
Cycle,Hypercube,System,2.3792
Ignorance,Spirit,Hypercube,4.2766
Dimension,Art,Machine,4.2055
Constant,God,Harmony,3.8800
Atom,Acceleration,Illusion,4.0219
Symmetry,Sleep,Dream,3.1248
Duality,Power,Folly,0.9876
Destiny,Singularity,Power,1.0543
Connection,Fractal,Mercy,4.1969
Evolution,Model,Information,3.9714
Art,Frequency,Power,1.0292
Wave,Darkness,Dimension,1.0652
Vibration,Darkness,Power,0.9986
Perception,Energy,Power,0.9673
Cycle,Law,Model,3.9684
Love,Abstract,Heat,4.2068
Subjective,Power,Connection,3.4350
Singularity,Silence,Sleep,1.2716
Structure,Religion,Ignorance,4.2469
Objective,Universe,Mercy,4.1323
Line,Motion,Dimension,0.9858
Relativity,Despair,Soul,4.1882
Hypothesis,Infinity,Folly,1.1166
Connection,Duality,Power,1.0954
Present,Folly,Power,0.9597
Void,Force,Power,1.0246
Hypothesis,Measurement,Chaos,3.7287
Spirit,Mass,System,4.1706
Fractal,Chaos,Universe,3.9821
Motion,Immanence,Sleep,1.2324
Simplicity,Logic,Energy,1.1054
Structure,Zero,Illusion,4.1975
Hypercube,Soul,Wisdom,1.6710
Love,Spiral,Future,2.8655
Paradox,System,Power,1.0383
Destiny,Probability,Subjective,1.4998
Decay,Relative,Wisdom,0.9281
Heat,Creation,System,4.1806
Dream,Output,Transcendence,4.2610
Beauty,Decay,Hypercube,3.5334
Mass,Entropy,Wisdom,4.2114
Mercy,Stillness,Velocity,1.2453
Function,Plane,Memory,3.5688
Concrete,Space,Power,1.0268
Determinism,Evolution,System,1.0323
Justice,Particle,Power,0.6646
Heat,Hope,Connection,4.1878
Darkness,Human,Frequency,2.2576
Calculation,Death,Singularity,3.7321
Destruction,Parameter,Connection,4.2060
Algorithm,Infinity,Mind,2.0247
Death,Religion,Frequency,4.2556
Heat,Knowledge,Connection,4.1179
Absolute,Fear,Power,1.0246
Frequency,Determinism,Concrete,4.1662
Hope,Present,Power,1.5090
Balance,Growth,Resonance,4.1018
Religion,Code,Power,0.8516
Fear,Love,Dimension,4.1119
Absolute,Parameter,Energy,4.2501
Theorem,Unity,Creation,4.0319
Time,Future,Art,4.1250
Cold,Human,Creation,1.8138
Time,Conflict,Sleep,4.1493
Cold,Experiment,Power,1.0197
Growth,Theorem,Myth,4.2294
Heat,Mind,Power,1.0497
Art,Immanence,Ignorance,4.1943
Subjective,Balance,Loop,3.8541
Harmony,Love,Art,4.1213
Cycle,Machine,Art,4.1125
Probability,Human,System,4.1767
Input,Life,Destiny,4.0407
Consciousness,Beauty,Vibration,4.1006
Connection,Consciousness,Universe,3.2618
Consciousness,Momentum,Soul,2.1304
Information,Future,Acceleration,4.0146
Frequency,Entropy,Power,1.0243
Machine,Destiny,Subjective,1.6205
Anarchy,Stillness,Noise,3.7805
Network,Birth,Power,1.1063
Reality,Knowledge,Memory,3.9645
Feedback,System,Heat,4.2339
Subjective,Vibration,Loop,2.7366
Conflict,One,Energy,2.4994
Infinity,Fractal,Mind,3.9134
Power,FreeWill,Folly,1.1274
Duality,Decay,Vibration,4.2096
Matter,Power,Folly,0.9233
Acceleration,Gravity,Experiment,3.7037
Atom,Soul,Connection,4.1879
Unity,Hypercube,System,4.1691
Singularity,Illusion,Zero,4.2412
Axiom,Separation,Illusion,4.0856
Stillness,Acceleration,Illusion,4.1996
Nature,Wisdom,Soul,4.0379
Paradox,Measurement,Gravity,3.6735
Heat,Birth,Power,1.0246
Observation,Creation,System,4.1729
Calculation,Feedback,Subjective,1.9726
Vibration,Love,Wisdom,4.2009
Love,Cycle,Atom,1.8865
Conflict,Atom,Concrete,1.1840
Emotion,Transformation,Nature,3.8984
Transformation,Force,Transcendence,4.0447
Geometry,FreeWill,Power,1.0338
Mercy,Law,Heat,4.1644
Dream,Light,Human,1.9120
Particle,Absolute,Power,0.9127
Measurement,Conflict,Sleep,4.1500
Noise,Line,Illusion,4.2040
History,Unity,Despair,4.0892
Entropy,Cold,Power,1.0213
Justice,Decay,Power,1.2063
Structure,Unity,Power,1.0176
Paradox,Experiment,Wisdom,4.1359
Measurement,Art,Power,1.0268
Matter,Frequency,Concrete,2.3032
Power,Void,Energy,1.0244
Evolution,Relativity,Power,1.0619
Prophecy,Theorem,Simplicity,0.9808
Folly,Future,Power,1.0314
FreeWill,Parameter,Velocity,1.0112
Objective,Observation,System,1.5171
Wave,Mercy,Art,1.5603
Creation,Technology,Energy,4.2506
Light,Velocity,Concrete,1.3440
Acceleration,Ignorance,Wisdom,0.9293
FreeWill,Network,Machine,3.9649
Truth,Algorithm,Sleep,2.2733
Connection,Experiment,Mercy,4.1969
Life,Power,Folly,0.9194
Present,Concrete,Probability,4.2289
Calculation,Fear,Dimension,0.8573
History,Field,Chaos,3.9774
Mercy,Myth,Power,1.0310
Transformation,Life,Geometry,1.1647
Resonance,Thought,Subjective,4.1895
Relativity,Cycle,Concrete,4.1559
Measurement,Destruction,Loop,2.7838
Art,Objective,Power,1.0379
Solid,Objective,Subjective,4.1813
Space,Growth,Wisdom,0.8123
Hypothesis,Theorem,Simplicity,1.0288
Decay,Chaos,Wisdom,1.0108
Memory,Awakening,Ignorance,4.0746
Law,Noise,Subjective,4.2051
Wisdom,Knowledge,Connection,2.4730
Silence,Gravity,Sleep,4.1483
Calculation,Knowledge,Concrete,4.1811
Transformation,Plane,Symmetry,4.0811
Justice,Consciousness,Myth,4.0048
Vibration,Justice,Growth,3.8122
Simplicity,Light,Reality,2.1131
Connection,Sleep,Power,0.8630
Despair,Void,Energy,4.2501
Paradox,Flesh,Silence,3.8697
Dream,Observation,Transcendence,4.1924
Thought,Illusion,Power,0.8970
Anarchy,Memory,Resonance,1.9232
Decay,Dream,Power,1.1740
Power,Model,Connection,4.1876
Destiny,Solid,Resonance,3.8453
Wave,Harmony,Art,4.0849
Law,Evolution,Information,4.0035
Science,Conflict,Immanence,4.0481
Darkness,Love,Power,0.8839
Line,Present,Art,4.1092
Variable,Network,Destruction,1.0984
Life,Illusion,Connection,4.1439
Resonance,Complexity,Myth,4.0069
Soul,Truth,Connection,4.1878
Output,Determinism,Plane,1.4990
Particle,Objective,Connection,4.1870
Network,Parameter,Connection,4.2033
Stillness,Acceleration,Illusion,4.1996
Creation,Chaos,Power,1.0246
Simulation,Plane,Concrete,4.1636
Spiral,Symmetry,Reality,4.0911
Subjective,Cycle,Loop,2.4716
Despair,Thought,Energy,4.2493
Soul,Heat,Connection,4.1878
Entropy,Vibration,Wisdom,4.2115
Life,Dimension,Wisdom,1.1925
Information,Trinity,Dimension,0.9261
Truth,Art,Dimension,4.1295
Order,Future,Vibration,4.1851
Momentum,Particle,Connection,4.1895
Wave,Knowledge,Dimension,3.9759
Love,Conflict,Power,1.0575
Mind,Simulation,Infinity,3.9884
Dimension,Hypothesis,Art,4.1121
Evolution,Heat,System,4.1755
Wisdom,Hope,Soul,3.9929
Fractal,Code,Connection,3.1242
Transformation,Order,Religion,3.9347
Immanence,Abstract,Feedback,3.9494
Velocity,Point,Power,1.0748
Trinity,Point,Power,1.0247
Axiom,Cold,Mind,4.0689
Code,Immanence,Power,1.0155
Nature,Despair,Connection,4.1878
Beauty,Hypothesis,Chaos,3.9548
Network,Awakening,Sleep,4.1488
Observation,Wisdom,Vibration,1.4227
Life,Future,Wisdom,1.0945
Theorem,Present,Velocity,1.1253
Observation,Transcendence,Force,3.6391
Ignorance,Matter,Hypercube,4.2793
System,Mass,Heat,4.2272
Chaos,Gravity,Universe,3.9278
Future,Perception,Illusion,0.9761
Force,Wisdom,Soul,3.8708
Universe,Matter,Trinity,3.9211
Observation,Law,Line,3.8439
Truth,Consciousness,Power,0.8874
Function,Vibration,Subjective,1.8649
Art,Destiny,Power,1.0741
Variable,Myth,Resonance,1.1324
Justice,Feedback,Energy,4.2635
Dimension,Chaos,Art,0.9532
Plane,Mass,Power,1.1152
Velocity,Ignorance,Power,1.0465
Hypothesis,Velocity,Relative,0.7831
Ignorance,Despair,Power,1.0245
Motion,Void,Fear,4.1404
Perception,Harmony,Abstract,4.0231
Momentum,Feedback,Wisdom,0.9194
Plane,Power,Dimension,1.1732
Point,Destruction,Folly,1.0817
Probability,God,Concrete,4.1728
Science,Velocity,Power,1.0233
Conflict,Theorem,Cold,1.3482
Time,Emotion,Singularity,4.0330
Entropy,Information,Paradox,3.8339
Matter,Concrete,Probability,4.2298
Field,Line,Frequency,4.2555
Awakening,Law,Power,1.2228
Observation,Life,Power,1.0114
Heat,Fractal,Connection,4.1878
Unity,Matter,Mind,4.0769
Function,Evolution,Power,1.0282
God,Plane,Reality,4.0276
Connection,Information,Mercy,4.1955
Network,Duality,Wisdom,0.9551
Theorem,Probability,Velocity,0.9768
Machine,Memory,Dimension,1.1667
Simulation,Truth,Frequency,4.0223
Transformation,Entropy,Transcendence,4.0328
Universe,Cold,Concrete,3.6668
Energy,Connection,Power,1.0246
Matter,Subjective,Power,1.0270
Present,Paradox,Art,4.0655
Silence,Hypercube,Power,1.0247
Time,Cold,Power,1.0246
Hypercube,Stillness,Decay,4.0815
Justice,Thought,Feedback,4.2251
Wisdom,Abstract,Connection,3.5650
Connection,Life,Fear,4.1018
Motion,Heat,Connection,4.1791
Harmony,Connection,Destruction,4.2132
Velocity,Balance,Relative,1.0170
Ignorance,Vibration,Wisdom,0.9833
Observation,Religion,Ignorance,4.2407
Hope,Zero,Illusion,4.1972
Machine,Justice,Simplicity,1.2477
Thought,Vibration,Duality,3.9116
Axiom,Void,Birth,4.2398
Abstract,Myth,Parameter,4.1202
Awakening,Destiny,Algorithm,4.1827
Emotion,Wave,Art,4.1109
Constant,Theorem,Heat,3.1568
Love,Illusion,Despair,4.1714
Despair,Simulation,Energy,4.2431
Plane,Quantum,Power,1.0141
Light,Mind,Plane,3.7598
Matter,Measurement,Silence,3.7381
Particle,Thought,Power,0.9765
Acceleration,Prophecy,Power,1.1236
Present,Mass,Connection,4.1947
Destruction,Anarchy,Machine,4.0432
Point,Evolution,System,4.1705
Parameter,Simulation,Energy,4.2543
Time,Cold,Power,1.0246
Plane,Chaos,Subjective,2.8016
Energy,Objective,Power,1.0245
Destruction,Abstract,Connection,4.2122
Past,Art,Dimension,0.8320
Present,Connection,Universe,3.8921
Soul,Destiny,Despair,3.8183
Mass,Justice,Simplicity,1.1943
Constant,Motion,Destruction,4.1207
Particle,Justice,Power,0.6646
Relativity,Complexity,Mercy,4.0955
Infinity,Relativity,Parameter,4.2176
Vibration,Truth,Power,1.0246
History,Cold,Parameter,4.2352
Death,Perception,Singularity,4.2270
Structure,Fractal,Awakening,3.9164
Order,Velocity,Power,0.9514
Model,Machine,Art,4.1138
Reality,Illusion,Power,1.0257
Parameter,Axiom,Energy,4.2749
Truth,Soul,Connection,4.1878
Simplicity,Plane,Reality,2.0269
Myth,Despair,Energy,4.2502
Mass,Plane,Power,1.1152
Vibration,Axiom,Folly,1.4166
Singularity,Love,Machine,4.0804
Technology,Measurement,Illusion,4.0251
Parameter,Constant,Connection,4.1828
Ignorance,Momentum,Power,1.0257
Quantum,Subjective,System,1.0251
Despair,Motion,Connection,4.1878
Atom,Infinity,Zero,4.1568
Code,Determinism,Power,0.8271
Harmony,Emotion,Truth,3.8907
Light,Relative,Power,1.0244
Awakening,Infinity,Mind,4.2209
Objective,System,Evolution,4.2138
Function,Entropy,Perception,3.9589
Religion,Quantum,Order,3.9831
Order,Consciousness,Vibration,4.1757
Zero,Art,Dimension,0.8944
Abstract,Velocity,Concrete,4.1502
Hypothesis,Objective,Subjective,3.8036
Loop,Gravity,Field,4.1997
Solid,Reality,Connection,4.2033
Silence,Destruction,Myth,4.1639
Matter,Feedback,Energy,4.2500
Machine,Thought,Simplicity,1.0280
Birth,Quantum,Duality,3.8482
Function,Emotion,Perception,4.0690
Simplicity,Nature,Power,1.0257
History,Spirit,Energy,4.2502
Immanence,Ignorance,Religion,4.2848
Relative,Code,Power,1.2630
Model,Anarchy,Machine,3.9505
Gravity,Life,Despair,3.9751
Axiom,Folly,Despair,4.1896
Relative,Subjective,Connection,4.1879
History,Relative,Connection,4.1882
Transcendence,Duality,Vibration,4.1838
Hope,Point,Energy,4.2298
Growth,Plane,Simplicity,2.4627
Void,Future,Code,1.1663
Illusion,Silence,Power,1.0139
Code,Objective,Momentum,3.8360
Time,Trinity,Sleep,4.0682
Input,Perception,Power,0.9904
Emotion,One,Frequency,4.2552
Order,Solid,Wisdom,4.1738
Separation,Power,Connection,4.1881
System,Zero,Acceleration,4.1403
Past,Duality,Power,1.0150
Life,Singularity,Power,1.2641
Memory,Fear,Connection,4.2064
Field,Immanence,Sleep,4.1496
Matter,Entropy,Power,1.0246
Light,Connection,Power,1.0236
Future,Science,Wisdom,1.0551
Output,Truth,Entropy,4.1653
Simulation,Soul,Energy,4.2508
Relative,Thought,Power,0.9705
Void,Relativity,Parameter,4.2146
Subjective,Probability,Loop,2.1213
Point,Universe,Power,0.8661
Axiom,Growth,Justice,4.0999
Soul,Darkness,Despair,2.7341
Knowledge,Order,Geometry,2.4706
Output,History,Sleep,4.1486
Law,Destiny,Subjective,4.1683
Singularity,Awakening,Illusion,4.2020
Harmony,Flesh,Frequency,4.0257
Sleep,Subjective,Power,1.0017
Immanence,Fractal,Algorithm,4.1751
Code,Line,Power,0.9928
Emotion,Birth,Power,0.9231
Input,Relativity,Dimension,1.0778
Field,Darkness,Past,3.8407
Experiment,Cold,Power,1.0197
Death,Geometry,Frequency,4.2566
Despair,Objective,Connection,4.1851
Religion,Death,Frequency,4.2556
Birth,System,Power,1.0419
Birth,Decay,System,1.1955
Calculation,Art,Dimension,1.6114
Line,Atom,Machine,3.9242
Feedback,Simulation,Energy,4.2498
Zero,Art,Dimension,0.8944
Wave,Model,Anarchy,3.8085
Ignorance,Religion,Hypercube,4.2739
Folly,Solid,Simplicity,1.0790
Destruction,One,Connection,4.2003
Justice,God,Power,1.0284
Velocity,Resonance,Power,1.0299
Knowledge,Machine,Art,4.1109
Birth,Absolute,Energy,4.2500
Parameter,Connection,Destruction,4.2142
Absolute,Paradox,Wisdom,4.2115
Measurement,Nature,Soul,3.9366
Time,Law,Dimension,4.1222
Absolute,Model,System,4.1278
Future,Balance,Model,3.9130
Awakening,Time,Algorithm,4.0627
Dimension,Relative,Art,0.9637
Parameter,Soul,Energy,4.2501
Spirit,Order,Light,4.2262
Mass,Emotion,Wisdom,4.2115
Stillness,Loop,Chaos,4.0270
Knowledge,Destruction,Fear,4.0549
Nature,Trinity,Death,4.1677
Illusion,Wisdom,Connection,4.1878
Motion,Immanence,Sleep,1.2324
Wisdom,Thought,Vibration,2.4405
Evolution,Subjective,System,1.0580
Probability,Code,Power,1.0255
Ignorance,Awakening,Conflict,4.1058
Truth,Dimension,Art,4.1109
Relativity,God,Concrete,4.1662
History,Stillness,Sleep,4.1485
Abstract,Silence,Connection,1.9382
Output,Myth,Loop,4.1920
Prophecy,Axiom,Resonance,4.0656
Hypercube,Line,Zero,4.1373
Theorem,Input,Dimension,1.1641
Art,Growth,Power,1.0381
Objective,Theorem,Simplicity,0.8507
Void,Velocity,Power,0.9734
Vibration,Conflict,Power,0.9364
Acceleration,Prophecy,Power,1.1236
Measurement,Art,Power,1.0268
Myth,Duality,Energy,4.2467
Thought,Energy,Birth,4.2950
Destruction,Objective,Subjective,2.6836
Fractal,Life,Despair,4.1425
History,Plane,Cold,1.2649
Gravity,Axiom,Illusion,3.7521
Unity,Infinity,Despair,4.0287
Abstract,Cold,Mind,3.9529
Myth,Awakening,Energy,2.5139
Solid,Light,Sleep,1.6469
Output,Reality,Power,1.1287
Nature,Evolution,Art,4.1081
Power,Ignorance,Dimension,1.1722
Absolute,Wave,Model,4.0920
Chaos,Paradox,Sleep,4.0245
Power,Past,Connection,4.1875
Anarchy,Momentum,Prophecy,4.1983
Spiral,Ignorance,Hypercube,3.1222
Awakening,System,Illusion,1.7026
Present,Paradox,Art,4.0655
System,Love,Power,1.0186
Plane,Love,Noise,1.4618
Emotion,Cold,Power,1.0226
Hypothesis,Dream,Connection,4.1909
Model,Wisdom,Connection,4.1867
Singularity,Information,Art,4.1110
Human,Truth,Line,4.2356
Mass,Spirit,System,4.1706
Power,Nature,Connection,3.2796
Religion,Soul,Duality,4.1847
Connection,Input,Fear,2.1690
Sleep,Momentum,Power,0.9479
Darkness,Sleep,Algorithm,1.2259
Perception,Death,Singularity,4.2270
Law,Destruction,Machine,3.9510
Connection,Measurement,Mercy,4.1932
Hypothesis,Resonance,Subjective,4.1864
Universe,Balance,Field,3.9786
Plane,Unity,Concrete,4.1630
Fear,Cold,Power,1.0268
Harmony,Beauty,Ignorance,4.2310
Soul,Gravity,Connection,4.2125
Algorithm,Singularity,Sleep,1.5515
Religion,Resonance,Simplicity,1.2413
Frequency,Singularity,Religion,4.3341
Force,Hypercube,Wisdom,1.8743
Determinism,Mass,System,0.9908
Resonance,Output,Loop,4.1853
Creation,Duality,Energy,4.2471
Technology,Cold,Energy,2.9388
Acceleration,Point,System,4.1780
Immanence,Code,Power,1.0155
Wave,Separation,Power,1.0246
Illusion,Force,Connection,4.1888
Art,Memory,Reality,2.9266
Present,Symmetry,Connection,4.1969
Dream,Duality,Power,0.9435
Space,Duality,Vibration,1.5421
Probability,Destruction,Power,1.0816
Folly,Relative,Power,0.7041
Conflict,Field,Sleep,4.1524
Feedback,Duality,Energy,4.2169
Momentum,Determinism,Connection,3.0919
Feedback,Input,Wisdom,0.9572
Transcendence,Memory,Dream,4.2739
Silence,Momentum,Simplicity,1.0892
Sleep,Myth,Power,1.0319
Technology,Force,Wisdom,0.9331
Present,Illusion,Connection,2.5897
Immanence,Present,Power,1.0369
Vibration,Absolute,Duality,4.0328
Birth,Axiom,Duality,4.2038
Technology,Information,Wisdom,1.0553
Constant,Light,Symmetry,4.1486
Quantum,Simulation,Birth,3.7570
Consciousness,Space,Wisdom,0.8296
Hypothesis,Separation,Connection,4.1878
Unity,Creation,Point,3.9464
Future,Creation,System,1.0794
Order,Simulation,Frequency,4.2512
Determinism,History,Mercy,1.4545
Fear,Folly,Power,1.0149
Time,Justice,Illusion,1.1030
Algorithm,Separation,Sleep,1.2225
Matter,Objective,Concrete,4.1749
Past,System,Power,1.0246
Model,Life,Connection,3.9176
Human,Nightmare,System,4.1940
Nightmare,Despair,Creation,4.0852
Memory,Fractal,Sleep,2.4745
One,Dream,Connection,4.1643
Mind,Past,Sleep,2.1335
Order,Solid,Wisdom,4.1738
Motion,Simulation,Power,1.0243
Model,Soul,Connection,4.1902
Geometry,Particle,Fear,4.2055
Input,Machine,Art,0.8610
Matter,Logic,Science,4.0113
Point,Probability,System,4.1614
Knowledge,Energy,Power,1.0205
Reality,Wave,Destruction,4.2207
Balance,Probability,Loop,1.6928
Parameter,Birth,Energy,4.2501
Complexity,Feedback,System,3.4068
Matter,Art,Ignorance,4.2202
Future,Relative,Wisdom,0.9428
Complexity,Relativity,Mercy,4.0955
Prophecy,Despair,Power,1.0285
Gravity,Variable,Power,1.0246
Wave,Spirit,System,3.9482
Death,FreeWill,Machine,4.1213
Justice,Flesh,Energy,4.2592
Mercy,Output,Power,1.0069
Ignorance,Void,Conflict,2.9478
Wave,Plane,Calculation,2.5623
Motion,Past,Field,4.1354
Nature,Hypercube,Wisdom,3.3478
Matter,Hypothesis,Power,1.2760
Human,Religion,One,4.2010
Wisdom,Decay,Vibration,4.2143
Quantum,Simulation,Birth,3.7570
Ignorance,Energy,Simplicity,1.1230
Stillness,Entropy,Illusion,4.2007
Balance,Hope,Field,4.1901
Network,Particle,Fear,4.0848
Folly,Hope,Despair,4.1287
Flesh,Infinity,Energy,4.2501
Memory,Hypercube,Ignorance,4.2483
Line,Conflict,Singularity,1.5485
Feedback,Objective,Subjective,2.1201
Religion,Output,Power,1.0303
Ignorance,Power,Dimension,1.1722
Power,Flesh,Folly,0.9848
Hypercube,Flesh,Power,1.0182
Immanence,Religion,Hypercube,4.2554
Field,Conflict,Sleep,4.1524
Field,Hope,Chaos,4.0064
God,Human,Power,1.0218
Momentum,Cold,Power,1.0245
Time,Dream,Connection,4.1878
Truth,Atom,Dimension,4.1047
Matter,Hypercube,Ignorance,4.2484
Trinity,Simplicity,Power,1.0452
Dimension,Paradox,Art,4.1067
Love,Plane,Noise,1.4618
Human,Output,Sleep,1.2052
Spirit,Growth,Energy,4.2549
Noise,Void,Power,1.0888
Zero,Harmony,Concrete,4.1379
Model,Cold,System,2.8813
Stillness,Separation,Illusion,3.8044
Hypercube,Awakening,Decay,4.0035
Relative,Concrete,Power,1.0246
Nightmare,Ignorance,Hypercube,4.2611
Void,Transcendence,Folly,0.9219
Output,Measurement,Silence,4.0086
Hypothesis,Ignorance,Art,1.0853
Field,Logic,Sleep,4.1614
Future,Decay,Vibration,4.2113
Nature,Probability,Power,1.1918
Space,Fractal,Relative,2.3583
Frequency,Time,Religion,3.8990
Singularity,Point,Power,1.0279
Knowledge,Nightmare,Connection,4.2033
Power,Ignorance,Dimension,1.1722
Awakening,Energy,Folly,1.6876
Complexity,Quantum,System,4.0345
Spirit,Ignorance,Hypercube,4.2766
Perception,Subjective,Connection,4.1871
Death,Myth,Power,1.0251
Reality,Despair,Power,1.0239
Reality,Dream,Dimension,1.0619
Hypothesis,Connection,Mercy,4.1908
Point,Transcendence,Absolute,1.2830
Geometry,Growth,Mass,4.0449
Silence,Destruction,Myth,4.1639
Perception,Point,Power,0.8996
Logic,Infinity,Energy,4.2565
Output,Time,Sleep,4.1291
Noise,Calculation,Subjective,4.2804
Conflict,Separation,Power,0.9201
Network,Mind,Power,1.0252
Religion,Transcendence,Vibration,3.3092
FreeWill,Subjective,Loop,4.0918
Stillness,Connection,Power,1.0247
Birth,Gravity,Awakening,1.8854
Particle,Line,Frequency,4.2882
Relative,Relativity,Power,0.8469
Prophecy,Unity,Code,1.1124
Universe,Matter,Trinity,3.9211
Plane,Field,Power,1.0231
Relativity,Parameter,Energy,4.2680
Measurement,Growth,Chaos,4.2129
Present,Decay,Power,1.0197
Hypothesis,Harmony,Art,4.1106
Entropy,Universe,Mercy,4.0940
Unity,Acceleration,Heat,4.1147
Creation,Memory,Connection,4.2078
Network,Fractal,Sleep,4.1491
Point,Measurement,Prophecy,3.8603
Separation,Memory,Sleep,3.2374
